Player,Team,Position,Salary,Height,Weight,Age,GameAvgMin,GameAvgFGM,GameAvgFGA,GameAvg3PM,GameAvg3PA,GameAvgFTM,GameAvgFTA,GameAvgOREB,GameAvgDREB,GameAvgREB,GameAvgAST,GameAvgSTL,GameAvgBLK,GameAvgTO,GameAvgPF,GameAvgPlus&Minus,GameAvgPTS
Rudy Gay,Sacramento Kings,SF,"$19,317,326",80,230,28,35.275,7.175,16,1.05,2.775,4.75,5.5,1.35,4.6,5.95,4.1,1.2,0.5,2.65,2.275,1.55,20.15
Jimmy Butler,Chicago Bulls,SG,"$2,008,748",79,220,25,39.53488372,6.488372093,14.13953488,1.023255814,3,6.093023256,7.302325581,1.860465116,4.139534884,6,3.279069767,1.76744186,0.651162791,1.441860465,1.76744186,2.023255814,20.09302326
Kyle Lowry,Toronto Raptors,PG,"$12,000,000",73,205,28,34.95454545,6.772727273,15.86363636,1.840909091,5.545454545,4.204545455,5.204545455,0.954545455,3.931818182,4.886363636,7.431818182,1.659090909,0.227272727,2.5,3,4.272727273,19.59090909
Nikola Vucevic,Orlando Magic,C,"$2,751,260",85,260,24,34.3902439,8.56097561,15.92682927,0.048780488,0.073170732,2.414634146,3.146341463,3.097560976,8.073170732,11.17073171,2.073170732,0.658536585,0.780487805,2.024390244,2.926829268,-3.853658537,19.58536585
Marc Gasol,Memphis Grizzlies,C,"$15,829,688",85,265,29,34.60465116,7.023255814,14,0.046511628,0.162790698,5,6.23255814,1.488372093,6.720930233,8.209302326,3.744186047,0.906976744,1.744186047,2.348837209,2.604651163,4.162790698,19.09302326
Gordon Hayward,Utah Jazz,SF,"$14,746,000",80,225,24,34.90909091,6.363636364,13.93181818,1.636363636,4.318181818,4.704545455,5.75,0.5,4.204545455,4.704545455,4.136363636,1.386363636,0.386363636,2.772727273,1.954545455,-0.159090909,19.06818182
Dirk Nowitzki,Dallas Mavericks,PF,"$7,974,482",85,245,36,29.76190476,6.880952381,14.5952381,1.357142857,3.761904762,3.80952381,4.214285714,0.547619048,5.476190476,6.023809524,1.928571429,0.523809524,0.5,1.142857143,1.952380952,4.928571429,18.92857143
Kemba Walker,Charlotte Hornets,PG,"$3,272,091",73,184,24,35.5952381,6.619047619,16.57142857,1.571428571,4.904761905,3.976190476,4.833333333,0.69047619,3.071428571,3.761904762,5.238095238,1.380952381,0.571428571,1.666666667,1.619047619,-2.071428571,18.78571429
Pau Gasol,Chicago Bulls,PF,"$7,128,000",85,250,34,34.8372093,7.11627907,14.74418605,0.093023256,0.23255814,3.976744186,4.837209302,2.837209302,8.930232558,11.76744186,2.651162791,0.372093023,2.11627907,2.162790698,1.790697674,1.906976744,18.30232558
Derrick Rose,Chicago Bulls,PG,"$18,862,876",75,190,26,29.88571429,6.771428571,16.22857143,1.685714286,5.4,3,3.714285714,0.685714286,2.314285714,3,5,0.685714286,0.342857143,3.114285714,1.257142857,1.285714286,18.22857143
DeMar DeRozan,Toronto Raptors,SG,"$10,100,000",79,220,25,33.08695652,6.217391304,15.52173913,0.304347826,1.260869565,5.347826087,6.695652174,0.565217391,3.347826087,3.913043478,2.52173913,1.304347826,0.130434783,2,1.739130435,4.47826087,18.08695652
Brandon Knight,Milwaukee Bucks,PG,"$3,553,917",75,189,23,32.29545455,6.318181818,14.34090909,1.909090909,4.727272727,3.386363636,3.818181818,0.522727273,3.704545455,4.227272727,5.090909091,1.545454545,0.159090909,3.25,1.886363636,-1.659090909,17.93181818
Mike Conley,Memphis Grizzlies,PG,"$8,694,216",73,175,27,32.36585366,6.268292683,13.65853659,1.682926829,3.975609756,3.463414634,4.048780488,0.463414634,2.975609756,3.43902439,5.780487805,1.170731707,0.146341463,2.341463415,2.146341463,4.975609756,17.68292683
Tobias Harris,Orlando Magic,SF,"$2,380,594",81,235,22,34.75,6.65,14.275,1.175,3,3.15,4,1.1,5.65,6.75,1.925,1,0.6,1.9,2.55,-3.825,17.625
Kevin Love,Cleveland Cavaliers,PF,"$15,719,063",73,243,26,35.34883721,5.697674419,13.1627907,1.627906977,4.76744186,4.465116279,5.441860465,2.23255814,8.093023256,10.3255814,2.23255814,0.76744186,0.511627907,1.860465116,2.139534884,2.279069767,17.48837209
Chris Paul,Los Angeles Clippers,PG,"$20,068,563",73,175,29,34.43181818,6.204545455,13.25,1.636363636,4.045454545,3.431818182,3.840909091,0.772727273,3.954545455,4.727272727,9.840909091,1.931818182,0.204545455,2.136363636,2.295454545,9.25,17.47727273
Al Jefferson,Charlotte Hornets,C,"$13,500,000",73,289,30,31.36111111,7.75,15.97222222,0,0.027777778,1.944444444,2.833333333,1.527777778,6.5,8.027777778,1.805555556,0.5,1.277777778,1.027777778,2.111111111,-4.861111111,17.44444444
Tyreke Evans,New Orleans Pelicans,SG,"$11,265,416",78,220,25,34.6744186,6.813953488,15.51162791,0.76744186,2.651162791,2.88372093,4.209302326,1.093023256,4.302325581,5.395348837,5.488372093,1.209302326,0.418604651,3,2.325581395,1.813953488,17.27906977
John Wall,Washington Wizards,PG,"$14,746,000",76,195,24,35.77777778,6.511111111,14.11111111,0.755555556,2.511111111,3.466666667,4.422222222,0.377777778,3.844444444,4.222222222,10.15555556,2.044444444,0.577777778,3.688888889,2.377777778,5.133333333,17.24444444
Jeff Teague,Atlanta Hawks,PG,"$8,000,000",74,181,26,31.46341463,5.902439024,12.48780488,1.024390244,3.073170732,4.268292683,4.926829268,0.390243902,2.268292683,2.658536585,7.463414634,1.756097561,0.43902439,2.634146341,1.926829268,7.951219512,17.09756098
Ty Lawson,Denver Nuggets,PG,"$11,595,506",61,195,27,37.23809524,5.928571429,13.45238095,1.047619048,3.047619048,4.142857143,5.785714286,0.571428571,2.69047619,3.261904762,9.952380952,1.333333333,0.095238095,2.738095238,1.785714286,0.142857143,17.04761905
Paul Millsap,Atlanta Hawks,PF,"$9,500,000",80,253,29,33.27272727,6.159090909,12.68181818,1,2.818181818,3.681818182,4.977272727,1.613636364,6.295454545,7.909090909,3.204545455,1.75,0.863636364,2.363636364,2.659090909,8.136363636,17
Jeff Green,Memphis Grizzlies,SF,"$9,200,000",81,235,28,32.56410256,6.051282051,14.07692308,1.333333333,4.461538462,3.564102564,4.153846154,0.717948718,3.512820513,4.230769231,1.615384615,0.769230769,0.41025641,1.615384615,1.923076923,-2.641025641,17
Eric Bledsoe,Phoenix Suns,PG,"$13,000,000",73,195,25,33.58695652,5.673913043,12.76086957,1.043478261,3.391304348,4.543478261,5.565217391,0.847826087,4.434782609,5.282608696,6.02173913,1.608695652,0.630434783,3.043478261,2.413043478,2,16.93478261
Tony Wroten,Philadelphia 76ers,SG,"$1,210,080",78,205,21,29.8,5.833333333,14.46666667,1.233333333,4.733333333,4,6,0.733333333,2.133333333,2.866666667,5.233333333,1.6,0.266666667,3.766666667,2.4,-7.8,16.9
Zach Randolph,Memphis Grizzlies,PF,"$16,500,000",81,260,33,32.44117647,6.647058824,13.17647059,0.058823529,0.058823529,3.382352941,4.617647059,3.852941176,8.147058824,12,1.529411765,0.911764706,0.176470588,2,2.352941176,7.5,16.73529412
Wesley Matthews,Portland Trail Blazers,SG,"$7,245,640",77,220,28,33.95555556,5.955555556,12.95555556,3.066666667,7.688888889,1.533333333,2.088888889,0.6,2.844444444,3.444444444,2.244444444,1.111111111,0.155555556,1.377777778,2.2,5.577777778,16.51111111
Goran Dragic,Phoenix Suns,SG,"$7,500,000",75,190,28,33.09090909,6.613636364,13.04545455,1.272727273,3.681818182,2,2.568181818,0.931818182,2.681818182,3.613636364,4.113636364,0.954545455,0.136363636,2.090909091,2.227272727,2.068181818,16.5
Victor Oladipo,Orlando Magic,SG,"$4,978,200",76,210,22,33.68421053,6.105263158,13.36842105,1.052631579,2.815789474,3.210526316,4.078947368,0.578947368,3.105263158,3.684210526,3.894736842,1.605263158,0.105263158,2.684210526,2.578947368,-6,16.47368421
Darren Collison,Sacramento Kings,PG,"$4,797,664",73,175,27,35.375,5.75,12.375,1.325,3.6,3.55,4.475,0.475,2.775,3.25,5.85,1.6,0.325,2.55,2.125,1.8,16.375
Dwight Howard,Houston Rockets,C,"$21,436,271",73,275,29,32.1875,6.3125,10.96875,0.03125,0.0625,3.65625,6.9375,2.8125,8.15625,10.96875,1.40625,0.65625,1.375,3.0625,3.5,5.125,16.3125
Derrick Favors,Utah Jazz,PF,"$12,950,000",73,262,23,30.525,6.425,11.75,0,0,2.9,4.275,2.725,5.85,8.575,1.375,0.675,1.55,1.425,2.525,-1.55,15.75
Jamal Crawford,Los Angeles Clippers,SG,"$5,450,000",77,200,34,25.74418605,4.953488372,12.39534884,1.906976744,5.674418605,3.744186047,4.11627907,0.186046512,1.76744186,1.953488372,2.790697674,0.88372093,0.11627907,1.534883721,1.697674419,1.046511628,15.55813953
Kawhi Leonard,San Antonio Spurs,SF,"$2,894,059",79,230,23,32,5.571428571,12.39285714,0.964285714,2.964285714,3.392857143,4.321428571,1.535714286,6.571428571,8.107142857,2.428571429,2,0.714285714,1.571428571,2.071428571,6.107142857,15.5
Joe Johnson,Brooklyn Nets,SF,"$23,180,790",79,240,33,35.38095238,5.952380952,13.92857143,1.595238095,4.404761905,2,2.476190476,0.80952381,3.785714286,4.595238095,3.738095238,0.880952381,0.19047619,1.928571429,1.69047619,-0.857142857,15.5
Chandler Parsons,Dallas Mavericks,SF,"$14,700,000",81,227,26,32.88636364,5.681818182,12.52272727,1.977272727,5.477272727,2.090909091,2.886363636,1.022727273,3.659090909,4.681818182,2.227272727,0.954545455,0.340909091,1.295454545,1.977272727,4.931818182,15.43181818
Brandon Jennings,Detroit Pistons,PG,"$8,000,000",73,169,25,28.58536585,5.317073171,13,1.853658537,5.146341463,2.926829268,3.487804878,0.512195122,2.024390244,2.536585366,6.634146341,1.073170732,0.097560976,2.195121951,1.56097561,0.780487805,15.41463415
Isaiah Thomas,Phoenix Suns,PG,"$7,238,606",69,185,25,25.57894737,4.815789474,10.86842105,1.710526316,4.184210526,4.026315789,4.605263158,0.552631579,1.763157895,2.315789474,3.684210526,1,0.078947368,2.078947368,2.315789474,2.078947368,15.36842105
Michael Carter-Williams,Philadelphia 76ers,PG,"$2,300,040",78,190,23,34.25,5.861111111,15.38888889,0.777777778,3.111111111,2.833333333,4.416666667,1.138888889,4.888888889,6.027777778,7.138888889,1.5,0.388888889,4.333333333,2.694444444,-7.777777778,15.33333333
Markieff Morris,Phoenix Suns,PF,"$2,989,239",73,245,25,30.34782609,6.239130435,12.69565217,0.804347826,2.413043478,1.97826087,2.543478261,1.282608696,4.391304348,5.673913043,2.02173913,1.326086957,0.5,1.97826087,2.869565217,5.217391304,15.26086957
Jrue Holiday,New Orleans Pelicans,PG,"$9,904,495",76,205,24,33.64864865,6.108108108,13.75675676,1.27027027,3.459459459,1.702702703,2,0.810810811,2.72972973,3.540540541,7.108108108,1.621621622,0.621621622,2.405405405,2.783783784,2.081081081,15.18918919
Al Horford,Atlanta Hawks,C,"$12,000,000",73,250,28,30.41860465,6.744186047,12.34883721,0.162790698,0.488372093,1.534883721,2.046511628,1.465116279,5.255813953,6.720930233,3.23255814,0.674418605,1.418604651,1.162790698,1.697674419,4.581395349,15.18604651
Arron Afflalo,Denver Nuggets,SG,"$7,500,000",77,215,29,33.63636364,5.477272727,12.75,1.568181818,4.613636364,2.659090909,3.136363636,0.409090909,3.204545455,3.613636364,1.840909091,0.590909091,0.068181818,1.545454545,2.113636364,0.113636364,15.18181818
J.J. Redick,Los Angeles Clippers,SG,"$6,792,500",76,190,30,29.77272727,5.090909091,10.75,2.568181818,5.772727273,2.386363636,2.772727273,0.181818182,1.545454545,1.727272727,1.590909091,0.454545455,0.068181818,1.25,1.772727273,7.454545455,15.13636364
Greg Monroe,Detroit Pistons,PF,"$5,479,934",73,250,24,29.60465116,5.790697674,11.8372093,0,0,3.534883721,4.627906977,3.465116279,6.76744186,10.23255814,2.093023256,0.813953488,0.372093023,2.139534884,1.953488372,0.395348837,15.11627907
Andrew Wiggins,Minnesota Timberwolves,SF,"$5,510,640",80,199,19,33.37209302,5.558139535,13.02325581,0.697674419,1.88372093,3.209302326,4.441860465,1.23255814,3.046511628,4.279069767,1.744186047,1.093023256,0.558139535,1.976744186,2.348837209,-6.790697674,15.02325581
Louis Williams,Toronto Raptors,SG,"$5,450,000",73,175,28,24.18181818,4.545454545,11.22727273,1.704545455,5.022727273,4.136363636,4.840909091,0.386363636,1.409090909,1.795454545,1.75,1.204545455,0.068181818,1.227272727,1.25,4.568181818,14.93181818
Tim Duncan,San Antonio Spurs,PF,"$10,361,446",73,250,38,30.31707317,5.731707317,11.75609756,0,0.048780488,3.341463415,4.585365854,2.585365854,7.390243902,9.975609756,3.146341463,0.926829268,1.951219512,2.024390244,2.243902439,2.731707317,14.80487805
Ryan Anderson,New Orleans Pelicans,PF,"$8,491,500",73,240,26,29.25581395,5.279069767,12.76744186,2.209302326,6.418604651,2,2.348837209,1.837209302,3.162790698,5,1.023255814,0.558139535,0.279069767,1.11627907,2.11627907,-0.11627907,14.76744186
Bradley Beal,Washington Wizards,SG,"$4,505,280",77,207,21,33.25,5.472222222,12.91666667,1.777777778,4.027777778,2.027777778,2.472222222,0.944444444,2.833333333,3.777777778,3.305555556,1.305555556,0.277777778,2,2.333333333,3.861111111,14.75
Brook Lopez,Brooklyn Nets,C,"$15,719,062",85,275,26,26.38235294,5.941176471,11.97058824,0.029411765,0.176470588,2.676470588,3.264705882,1.823529412,4.176470588,6,0.588235294,0.529411765,1.617647059,1.705882353,2.794117647,-3.441176471,14.58823529
George Hill,Indiana Pacers,PG,"$8,000,000",75,188,28,23.71428571,5.428571429,11.28571429,1.571428571,4.285714286,2,2.428571429,0.714285714,3,3.714285714,2.428571429,0.571428571,0.285714286,1,2,2.571428571,14.42857143
Tony Parker,San Antonio Spurs,PG,"$12,500,000",74,185,32,29.03125,5.84375,12.15625,0.71875,1.3125,2,2.53125,0.21875,1.5,1.71875,4.6875,0.625,0.03125,2.40625,1.4375,-0.9375,14.40625
Luol Deng,Miami Heat,SF,"$9,714,461",81,220,29,32.70731707,5.390243902,10.87804878,1.073170732,2.853658537,2.43902439,3.390243902,1.414634146,3.585365854,5,1.87804878,1.073170732,0.341463415,1.43902439,1.634146341,-0.536585366,14.29268293
Jared Sullinger,Boston Celtics,PF,"$1,424,520",81,260,22,28.78571429,5.761904762,12.76190476,1.047619048,3.452380952,1.714285714,2.30952381,2.69047619,5.452380952,8.142857143,2.214285714,0.714285714,0.714285714,1.285714286,2.571428571,-0.69047619,14.28571429
Serge Ibaka,Oklahoma City Thunder,PF,"$12,350,000",73,245,25,32.77272727,5.772727273,12.5,1.5,3.727272727,1.204545455,1.454545455,2,5.272727273,7.272727273,0.931818182,0.409090909,2.159090909,1.590909091,3,2.227272727,14.25
Nick Young,Los Angeles Lakers,SF,"$4,994,420",79,210,29,23.8,4.314285714,11.57142857,2.085714286,5.342857143,3.4,3.685714286,0.342857143,1.971428571,2.314285714,0.971428571,0.628571429,0.285714286,1.085714286,2,-1.657142857,14.11428571
Thaddeus Young,Minnesota Timberwolves,SF,"$9,410,869",80,221,26,32,6.052631579,13.65789474,0.394736842,1.394736842,1.578947368,2.578947368,1.5,3.236842105,4.736842105,2.842105263,1.763157895,0.421052632,1.526315789,2.342105263,-5.342105263,14.07894737
Terrence Jones,Houston Rockets,PF,"$1,618,680",81,255,23,29.25,6.25,12,0.75,1.75,0.75,1,3.25,4.25,7.5,1.5,1,1.75,2,4,14,14
Wilson Chandler,Denver Nuggets,SF,"$6,757,913",80,225,27,32.3255814,5.302325581,12.8372093,1.953488372,5.674418605,1.418604651,1.790697674,1.162790698,4.744186047,5.906976744,1.441860465,0.651162791,0.418604651,1.558139535,3.186046512,-3.76744186,13.97674419
Deron Williams,Brooklyn Nets,PG,"$19,754,465",75,200,30,31.21875,4.53125,11.4375,1.375,3.53125,3.5,4.0625,0.46875,2.5625,3.03125,6.25,1,0.28125,2.28125,2.15625,-0.53125,13.9375
Enes Kanter,Utah Jazz,C,"$5,694,674",73,245,22,27.2,5.825,11.75,0.325,0.925,1.95,2.375,2.95,4.55,7.5,0.575,0.5,0.375,1.875,2.325,-2.425,13.925
Reggie Jackson,Oklahoma City Thunder,PG,"$2,204,369",75,208,24,29.56097561,5.365853659,12.68292683,1,3.56097561,2.170731707,2.512195122,0.634146341,3.487804878,4.12195122,4.512195122,0.756097561,0.12195122,1.975609756,2.024390244,0.097560976,13.90243902
Alec Burks,Utah Jazz,PG,"$3,034,356",78,211,23,33.2962963,4.481481481,11.11111111,0.962962963,2.518518519,3.925925926,4.777777778,0.703703704,3.518518519,4.222222222,3.037037037,0.62962963,0.185185185,1.925925926,2.37037037,-4.777777778,13.85185185
Shabazz Muhammad,Minnesota Timberwolves,SF,"$1,971,960",78,227,22,23.31428571,5.228571429,10.71428571,0.542857143,1.314285714,2.742857143,3.8,1.714285714,2.285714286,4,1.228571429,0.485714286,0.2,0.885714286,1.314285714,-4.342857143,13.74285714
Gerald Green,Phoenix Suns,SG,"$3,500,000",80,210,29,21.63043478,4.847826087,11.60869565,2.195652174,5.869565217,1.652173913,1.891304348,0.630434783,2.304347826,2.934782609,1.217391304,0.739130435,0.217391304,1.565217391,2.304347826,0.195652174,13.54347826
Avery Bradley,Boston Celtics,PG,"$7,191,011",74,180,24,30.3902439,5.317073171,12.31707317,1.487804878,4.12195122,0.975609756,1.243902439,0.536585366,2.219512195,2.756097561,1.512195122,0.804878049,0.195121951,1.390243902,2.219512195,-1.243902439,13.09756098
Kyle Korver,Atlanta Hawks,SG,"$6,253,521",79,212,33,32.86363636,4.113636364,7.977272727,3.068181818,5.772727273,1.636363636,1.772727273,0.272727273,3.931818182,4.204545455,2.886363636,0.681818182,0.431818182,1.613636364,1.886363636,9.863636364,12.93181818
David West,Indiana Pacers,PF,"$12,000,000",81,250,34,29.58064516,5.612903226,11.93548387,0.129032258,0.548387097,1.483870968,1.903225806,1.741935484,5.193548387,6.935483871,3.258064516,0.903225806,0.677419355,2.064516129,2.387096774,-4.709677419,12.83870968
Paul Pierce,Washington Wizards,SF,"$5,305,000",79,235,37,26.90697674,4.279069767,9.348837209,1.534883721,3.930232558,2.744186047,3.465116279,0.76744186,3.697674419,4.465116279,2.046511628,0.651162791,0.348837209,1.255813953,2.279069767,3.488372093,12.8372093
Mo Williams,Minnesota Timberwolves,PG,"$3,750,000",73,198,32,28.28571429,4.685714286,11.54285714,1.457142857,4.228571429,1.914285714,2.257142857,0.342857143,2.028571429,2.371428571,6.514285714,0.714285714,0.257142857,2.542857143,2.428571429,-3.428571429,12.74285714
Evan Fournier,Orlando Magic,SG,"$1,483,920",79,205,22,29.61363636,4.545454545,10.54545455,1.522727273,4.068181818,2.113636364,2.977272727,0.5,2.136363636,2.636363636,2.068181818,0.681818182,0.045454545,1.477272727,2.090909091,-3.590909091,12.72727273
Jonas Valanciunas,Toronto Raptors,C,"$3,678,360",85,255,22,26.34883721,4.697674419,8.488372093,0,0,3.302325581,4.11627907,2.581395349,5.906976744,8.488372093,0.418604651,0.348837209,1.069767442,1.325581395,2.534883721,-0.930232558,12.69767442
Trey Burke,Utah Jazz,PG,"$2,548,560",73,185,22,32,4.76744186,12.74418605,1.558139535,4.674418605,1.488372093,1.837209302,0.465116279,2.069767442,2.534883721,4.906976744,0.88372093,0.209302326,1.790697674,1.674418605,-2.813953488,12.58139535
Andre Drummond,Detroit Pistons,C,"$2,568,360",73,279,21,29.15555556,5.355555556,10.75555556,0,0.022222222,1.822222222,4.266666667,4.844444444,8,12.84444444,0.555555556,1.066666667,1.688888889,1.533333333,3.355555556,-1.888888889,12.53333333
Robert Covington,Philadelphia 76ers,SF,"$1,000,000",81,215,24,27.67647059,3.911764706,9.882352941,2.235294118,5.676470588,2.470588235,2.970588235,0.852941176,3.441176471,4.294117647,1.117647059,1.264705882,0.529411765,1.647058824,2.235294118,-4.470588235,12.52941176
Nikola Pekovic,Minnesota Timberwolves,C,"$12,100,000",73,295,29,26.75,4.333333333,10.16666667,0,0,3.75,4.25,2.583333333,4.833333333,7.416666667,0.583333333,0.5,0.333333333,1.25,1.833333333,-5.083333333,12.41666667
Trevor Ariza,Houston Rockets,SF,"$8,579,089",80,215,29,35.73333333,4.222222222,11.42222222,2.266666667,7,1.666666667,1.955555556,1.088888889,4.288888889,5.377777778,2.222222222,1.977777778,0.177777778,1.533333333,2.288888889,4.466666667,12.37777778
Marreese Speights,Golden State Warriors,C,"$3,657,500",73,255,27,18.29268293,4.975609756,9.634146341,0.048780488,0.195121951,2.365853659,2.902439024,1.804878049,3.243902439,5.048780488,0.975609756,0.243902439,0.658536585,1.243902439,2.975609756,3.292682927,12.36585366
C.J. Miles,Indiana Pacers,SG,"$4,205,000",78,231,27,25.02777778,4.305555556,11.75,2,6.25,1.75,2.222222222,0.305555556,2.638888889,2.944444444,1.25,0.861111111,0.277777778,1.138888889,1.916666667,0.777777778,12.36111111
Manu Ginobili,San Antonio Spurs,SG,"$7,000,000",78,205,37,24.775,4.125,9.85,1.45,4.075,2.65,3.575,0.375,2.575,2.95,4.775,1,0.2,2.4,2.05,4.3,12.35
Jabari Parker,Milwaukee Bucks,SF,"$4,930,560",80,240,19,29.52,5.16,10.52,0.16,0.64,1.84,2.64,2,3.52,5.52,1.68,1.24,0.2,1.88,1.68,-4.56,12.32
Jordan Hill,Los Angeles Lakers,C,"$9,000,000",73,235,27,28.13333333,5.177777778,10.77777778,0,0.022222222,1.955555556,2.555555556,2.777777778,5.155555556,7.933333333,1.4,0.488888889,0.888888889,1.466666667,2.422222222,-7.577777778,12.31111111
Carlos Boozer,Los Angeles Lakers,PF,"$3,251,000",81,258,33,24.88636364,5.477272727,10.40909091,0,0,1.295454545,2.181818182,1.590909091,5.386363636,6.977272727,1.181818182,0.477272727,0.159090909,1.204545455,2.727272727,-4.136363636,12.25
Amar'e Stoudemire,New York Knicks,C,"$23,410,988",73,245,32,24.84375,4.90625,8.90625,0,0.09375,2.40625,3.375,2.21875,4.8125,7.03125,0.96875,0.59375,1,1.71875,3.1875,-1,12.21875
J.R. Smith,Cleveland Cavaliers,SG,"$6,515,510",78,225,29,27.88235294,4.588235294,11.26470588,1.911764706,5.147058824,1.058823529,1.470588235,0.176470588,2.529411765,2.705882353,2.970588235,0.970588235,0.147058824,1.735294118,2,-1.529411765,12.14705882
Danny Green,San Antonio Spurs,SG,"$4,025,000",78,215,27,30.88888889,4.244444444,9.888888889,2.4,5.955555556,1.244444444,1.466666667,0.755555556,3.511111111,4.266666667,2.044444444,1.333333333,1.133333333,1.288888889,2.133333333,2.822222222,12.13333333
